Date,Time,Currency,News,Impact,Forecast,Previous,Direction
11/21/2019,17:30,JPY,Natl CPI (y/y),high,0.30%,0.20%,1
11/22/2019,2:00,EUR,ECB President Lagarde speaks in Frankfurt,high,0,0,0
11/22/2019,9:00,USD,UoM Consumer Sentiment Index,high,95.7,95.7,1
11/25/2019,3:00,EUR,German IFO Business Climate,high,95,94.6,1
11/25/2019,3:00,EUR,German IFO Current Conditions,high,98,97.8,1
11/25/2019,3:00,EUR,German IFO Expectations,high,93,91.5,1
11/26/2019,9:00,USD,Consumer Confidence,high,126.1,126.1*,1
11/28/2019,All Day,USD,Thanksgiving,high,0,0,0
12/2/2019,8:00,EUR,ECB's Lagarde speaks in the European Parliament,high,0,0,0
12/2/2019,9:00,USD,ISM Manufacturing,high,49.5,48.3,1
12/4/2019,7:15,USD,ADP National Employment Report,high,140.0k,121.0k*,1
12/4/2019,9:00,USD,ISM Non-Manufacturing,high,54.5,54.7,1
12/6/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.4%*,1
12/6/2019,7:30,USD,Nonfarm Payrolls,high,190.0k,156.0k*,1
12/6/2019,7:30,USD,Private Payrolls,high,180.0k,163.0k*,1
12/6/2019,7:30,USD,Unemployment Rate,high,3.60%,3.60%,-1
12/6/2019,9:00,USD,UoM Consumer Sentiment Index,high,97,96.8,1
12/10/2019,3:30,GBP,GDP (m/m),high,0.00%,-0.10%,1
12/10/2019,3:30,GBP,Manufacturing Production (m/m),high,0.20%,-0.40%,1
12/10/2019,3:30,GBP,Manufacturing Production (y/y),high,-1.20%,-1.80%,1
12/10/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-1,0
12/11/2019,7:30,USD,CPI (m/m),high,0.20%,0.40%,1
12/11/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
12/11/2019,13:00,USD,Federal Funds Rate,high,1.75%,1.75%,-1
12/11/2019,17:50,JPY,Core Machine orders (y/y),high,-1.90%,5.10%,1
12/12/2019,All Day,GBP,UK General Election,high,0,0,0
12/12/2019,5:45,EUR,ECB Deposit Rate,high,-0.50%,-0.50%,-1
12/12/2019,5:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
12/12/2019,7:30,USD,PPI (m/m),high,0.20%,0.40%,1
12/12/2019,7:30,EUR,ECB's Lagarde speaks in Frankfurt,high,0,0,0
12/13/2019,7:30,USD,Retail Sales (m/m),high,0.50%,0.4%*,1
12/13/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.40%,0.3%*,1
12/16/2019,10:00,GBP,"BoE publishes Financial Stability Report, Stress Tests",high,0,0,0
12/18/2019,2:30,EUR,ECB's Lagarde Speaks in Frankfurt,high,0,0,0
12/18/2019,3:00,EUR,German IFO Business Climate,high,95.5,95,1
12/18/2019,3:00,EUR,German IFO Current Conditions,high,98.1,97.9,1
12/18/2019,3:00,EUR,German IFO Expectations,high,93,92.1,1
12/18/2019,3:30,GBP,CPI (m/m),high,1.50%,-0.20%,1
12/18/2019,3:30,GBP,CPI (y/y),high,1.50%,1.50%,1
12/19/2019,All Day,GBP,Official Bank Rate,high,0.75%,0.75%,-1
12/19/2019,All Day,GBP,Asset Purchase Facility,high,4.5B,435.0B,-1
12/19/2019,All Day,JPY,BoJ 10y Yield Target,high,0.00%,0.00%,-1
12/19/2019,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%,-1
12/19/2019,3:30,GBP,Core Retail Sales (m/m),high,0.40%,-0.30%,1
12/19/2019,3:30,GBP,Core Retail Sales (y/y),high,2.10%,2.70%,1
12/19/2019,3:30,GBP,Retail Sales (m/m),high,0.50%,-0.10%,1
12/19/2019,3:30,GBP,Retail Sales (y/y),high,2.60%,3.10%,1
12/19/2019,17:30,JPY,Natl CPI (y/y),high,0.50%,0.20%,1
12/20/2019,3:30,GBP,GDP (q/q),high,0.30%,0.30%,1
12/20/2019,9:00,USD,UoM Consumer Sentiment Index,high,99.2,99.2,1
12/31/2020,9:00,USD,Consumer Confidence,high,128,126.8*,1
1/3/2020,9:00,USD,ISM Manufacturing,high,49,48.1,1
1/3/2020,13:00,USD,FOMC minutes from December 11,high,0,0,0
1/7/2020,9:00,USD,ISM Non-Manufacturing,high,54.5,53.9,1
1/8/2020,7:15,USD,ADP National Employment Report,high,160.0k,124.0k*,1
1/9/2020,3:30,GBP,BoE's Carney Speaks in London,high,0,0,0
1/10/2020,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.3%*,1
1/10/2020,7:30,USD,Nonfarm Payrolls,high,160.0k,256.0k*,1
1/10/2020,7:30,USD,Private Payrolls,high,153.0k,243.0k*,1
1/10/2020,7:30,USD,Unemployment Rate,high,3.50%,3.50%,-1
1/13/2020,3:30,GBP,GDP (m/m),high,0.00%,0.00%,1
1/13/2020,3:30,GBP,Manufacturing Production (m/m),high,-0.10%,0.20%,1
1/13/2020,3:30,GBP,Manufacturing Production (y/y),high,-1.60%,-1.20%,1
1/14/2020,7:30,USD,CPI (m/m),high,0.30%,0.30%,1
1/14/2020,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
1/15/2020,3:30,GBP,CPI (m/m),high,0.20%,0.20%,1
1/15/2020,3:30,GBP,CPI (y/y),high,1.50%,1.50%,1
1/15/2020,7:30,USD,PPI (m/m),high,0.20%,0.00%,1
1/15/2020,17:50,JPY,Core Machine orders (y/y),high,-5.30%,-6.10%,1
1/16/2020,7:30,USD,Retail Sales (m/m),high,0.30%,0.3%*,1
1/16/2020,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.10%,1
1/16/2020,12:00,EUR,ECB's Lagarde Speaks in Frankfurt,high,0,0,0
1/17/2020,3:30,GBP,Core Retail Sales (m/m),high,0.80%,-0.8%*,1
1/17/2020,3:30,GBP,Core Retail Sales (y/y),high,3.00%,0.6%*,1
1/17/2020,3:30,GBP,Retail Sales (m/m),high,0.60%,-0.8%*,1
1/17/2020,3:30,GBP,Retail Sales (y/y),high,2.70%,0.8%*,1
1/17/2020,9:00,USD,UoM Consumer Sentiment Index,high,99.3,99.3,1
1/20/2020,21:01,JPY,BoJ 10y Yield Target,high,0.00%,0.00%,-1
1/20/2020,21:01,JPY,BoJ Policy Rate Balance,high,-0.10%,-0.10%,-1
1/21/2020,4:00,EUR,ZEW (Economic Sentiment),high,0,11.2,0
1/23/2020,6:45,EUR,ECB Deposit Rate,high,-0.50%,-0.50%,-1
1/23/2020,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
1/23/2020,7:30,EUR,ECB's Lagarde Speaks in Frankfurt,high,0,0,0
1/23/2020,17:30,JPY,Natl CPI (y/y),high,0.70%,0.50%,1
1/23/2020,17:50,JPY,BoJ Minutes from December,high,0,0,0
1/27/2020,3:00,EUR,German IFO Business Climate,high,97,96.3,1
1/27/2020,3:00,EUR,German IFO Current Conditions,high,99,98.8,1
1/27/2020,3:00,EUR,German IFO Expectations,high,94.5,93.8,1
1/28/2020,9:00,USD,Consumer Confidence,high,128,128.2*,1
1/29/2020,13:00,USD,Federal Funds Rate,high,1.75%,1.75%,-1
1/30/2020,6:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
1/30/2020,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
1/30/2020,6:30,GBP,BoE's Carney Speaks in London,high,0,0,0
1/31/2020,9:00,USD,UoM Consumer Sentiment Index,high,99,99.1,1
2/3/2020,9:00,USD,ISM Manufacturing,high,48.5,47.8*,1
2/5/2020,7:15,USD,ADP National Employment Report,high,158.0k,199.0k*,1
2/5/2020,9:00,USD,ISM Non-Manufacturing,high,55.1,55,1
2/7/2020,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.10%,1
2/7/2020,7:30,USD,Nonfarm Payrolls,high,165.0k,147.0k*,1
2/7/2020,7:30,USD,Private Payrolls,high,155.0k,142.0k*,1
2/7/2020,7:30,USD,Unemployment Rate,high,3.50%,3.50%,-1
2/11/2020,3:30,GBP,GDP (q/q),high,0.00%,0.40%,1
2/11/2020,3:30,GBP,GDP (m/m),high,0.20%,-0.30%,1
2/11/2020,3:30,GBP,Manufacturing Production (m/m),high,0.50%,-1.70%,1
2/11/2020,3:30,GBP,Manufacturing Production (y/y),high,-1.00%,-2.00%,1
2/11/2020,9:00,USD,Fed's Powell testifies to House on monetary policy,high,0,0,0
2/13/2020,7:30,USD,CPI (m/m),high,0.20%,0.20%,1
2/13/2020,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
2/14/2020,1:00,EUR,German GDP (wda) (y/y),high,0.30%,0.6%*,1
2/14/2020,7:30,USD,Retail Sales (m/m),high,0.30%,0.2%*,1
2/14/2020,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.40%,0.6%*,1
2/14/2020,9:00,USD,UoM Consumer Sentiment Index,high,99.4,99.8*,1
2/18/2020,4:00,EUR,ZEW (Economic Sentiment),high,0,25.6,0
2/18/2020,17:50,JPY,Core Machine orders (y/y),high,-2.00%,5.30%,1
2/19/2020,3:30,GBP,CPI (m/m),high,-0.40%,0.00%,1
2/19/2020,3:30,GBP,CPI (y/y),high,1.60%,1.30%,1
2/19/2020,7:30,USD,PPI (m/m),high,0.10%,0.2%*,1
2/19/2020,13:00,USD,FOMC minutes from January 29,high,0,0,0
2/20/2020,3:30,GBP,Core Retail Sales (m/m),high,0.80%,-0.80%,1
2/20/2020,3:30,GBP,Core Retail Sales (y/y),high,0.40%,0.70%,1
2/20/2020,3:30,GBP,Retail Sales (m/m),high,0.60%,-0.60%,1
2/20/2020,3:30,GBP,Retail Sales (y/y),high,0.60%,0.90%,1
2/20/2020,17:30,JPY,Natl CPI (y/y),high,0.60%,0.80%,1
2/21/2020,3:30,GBP,CIPS / Markit Manufacturing PMI,high,49.7,50,1
2/21/2020,3:30,GBP,CIPS/Markit Composite PMI,high,52.8,53.3,1
2/24/2020,3:00,EUR,German IFO Business Climate,high,95.1,95.9,1
2/24/2020,3:00,EUR,German IFO Current Conditions,high,95.5,99.1,1
2/24/2020,3:00,EUR,German IFO Expectations,high,91.6,92.9,1
2/25/2020,9:00,USD,Consumer Confidence,high,132,130.4*,1
2/28/2020,9:00,USD,UoM Consumer Sentiment Index,high,100.7,100.9,1
3/2/2020,9:00,USD,ISM Manufacturing,high,49.5,50.9,1
3/3/2020,9:00,USD,Federal Funds Rate,high,0,1.75%,0
3/4/2020,7:15,USD,ADP National Employment Report,high,170.0k,209.0k*,1
3/4/2020,9:00,USD,ISM Non-Manufacturing,high,54.9,55.5,1
3/6/2020,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.20%,1
3/6/2020,7:30,USD,Nonfarm Payrolls,high,175.0k,273.0k*,1
3/6/2020,7:30,USD,Private Payrolls,high,160.0k,222.0k*,1
3/6/2020,7:30,USD,Unemployment Rate,high,3.60%,3.60%,-1
3/11/2020,2:01,GBP,Official Bank Rate,high,0,0.75%,0
3/11/2020,2:02,GBP,Asset Purchase Facility,high,0,435.0B,0
3/11/2020,4:30,GBP,GDP (m/m),high,0.20%,0.30%,1
3/11/2020,4:30,GBP,Manufacturing Production (m/m),high,0.20%,0.30%,1
3/11/2020,4:30,GBP,Manufacturing Production (y/y),high,-3.50%,-2.50%,1
3/11/2020,7:30,USD,CPI (m/m),high,0,0.10%,0
3/11/2020,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
3/12/2020,7:30,USD,PPI (m/m),high,-0.10%,0.50%,1
3/12/2020,7:45,EUR,ECB Deposit Rate,high,-0.50%,-0.50%,-1
3/12/2020,7:45,EUR,ECB Interest Rate Decision,high,0,0.00%,0
3/13/2020,9:00,USD,UoM Consumer Sentiment Index,high,95,101,1
3/15/2020,18:50,JPY,Core Machine orders (y/y),high,-1.00%,-3.50%,1
3/16/2020,All Day,JPY,BoJ 10y Yield Target,high,0,0.00%,0
3/16/2020,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%,-1
3/16/2020,13:00,USD,Federal Funds Rate,high,0.75%,1.25%,-1
3/17/2020,5:00,EUR,ZEW (Economic Sentiment),high,0,10.4,0
3/17/2020,7:30,USD,Retail Sales (m/m),high,0.20%,0.6%*,1
3/17/2020,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.20%,0.6%*,1
3/18/2020,18:30,JPY,Natl CPI (y/y),high,0.50%,0.70%,1
3/19/2020,7:00,GBP,Official Bank Rate,high,0,0.25%,0
3/25/2020,4:00,EUR,German IFO Business Climate,high,0,96.0*,0
3/25/2020,4:00,EUR,German IFO Current Conditions,high,0,99.0*,0
3/25/2020,4:00,EUR,German IFO Expectations,high,0,93.1*,0
3/25/2020,4:30,GBP,CPI (m/m),high,0.30%,-0.30%,1
3/25/2020,4:30,GBP,CPI (y/y),high,1.70%,1.80%,1
3/26/2020,4:30,GBP,Retail Sales (y/y),high,0.70%,0.80%,1
3/26/2020,4:30,GBP,Core Retail Sales (m/m),high,-0.20%,1.60%,1
3/26/2020,4:30,GBP,Core Retail Sales (y/y),high,1.10%,1.20%,1
3/26/2020,4:30,GBP,Retail Sales (m/m),high,0.20%,0.90%,1
3/26/2020,6:00,GBP,Official Bank Rate,high,0.10%,0.10%,-1
3/27/2020,9:00,USD,UoM Consumer Sentiment Index,high,90,95.9,1
3/31/2020,3:30,GBP,GDP (q/q),high,0,0.00%,0
3/31/2020,9:00,USD,Consumer Confidence,high,115,132.6*,1
4/1/2020,7:15,USD,ADP National Employment Report,high,0,179.0k*,0
4/1/2020,9:00,USD,ISM Manufacturing,high,49.3,50.1,1
4/3/2020,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.30%,1
4/3/2020,7:30,USD,Nonfarm Payrolls,high,-100.0k,275.0k*,1
4/3/2020,7:30,USD,Private Payrolls,high,-117.0k,242.0k*,1
4/3/2020,7:30,USD,Unemployment Rate,high,3.80%,3.50%,-1
4/3/2020,9:00,USD,ISM Non-Manufacturing,high,44,57.3,1
4/7/2020,18:50,JPY,Core Machine orders (y/y),high,-2.90%,-0.30%,1
4/9/2020,1:00,GBP,GDP (m/m),high,0.10%,0.00%,1
4/9/2020,1:00,GBP,Manufacturing Production (m/m),high,0.10%,0.20%,1
4/9/2020,1:00,GBP,Manufacturing Production (y/y),high,-4.10%,-3.60%,1
4/9/2020,7:30,USD,PPI (m/m),high,-0.30%,-0.10%,1
4/9/2020,9:00,USD,UoM Consumer Sentiment Index,high,80,89.1,1
4/9/2020,9:00,USD,Fed's Powell gives economic update,high,0,0,0
4/10/2020,7:30,USD,CPI (m/m),high,-0.30%,0.10%,1
4/10/2020,7:30,USD,Core CPI (m/m),high,0.10%,0.20%,1
4/15/2020,7:30,USD,Retail Sales (m/m),high,-3.00%,-0.4%*,1
4/15/2020,7:30,USD,Retail Sales (ex Autos) (m/m),high,-0.80%,-0.40%,1
4/21/2020,5:00,EUR,ZEW (Economic Sentiment),high,0,-49.5,0
4/22/2020,1:00,GBP,CPI (y/y),high,1.50%,1.7%*,1
4/22/2020,1:00,GBP,CPI (m/m),high,0,0.40%,0
4/23/2020,18:30,JPY,Natl CPI (y/y),high,0.40%,0.40%,1
4/24/2020,1:00,GBP,Core Retail Sales (m/m),high,-2.00%,-0.30%,1
4/24/2020,1:00,GBP,Core Retail Sales (y/y),high,-3.10%,-0.50%,1
4/24/2020,1:00,GBP,Retail Sales (m/m),high,-3.50%,-0.50%,1
4/24/2020,1:00,GBP,Retail Sales (y/y),high,-4.00%,0,0
4/24/2020,3:00,EUR,German IFO Business Climate,high,81,85.9*,1
4/24/2020,3:00,EUR,German IFO Current Conditions,high,84,92.9*,1
4/24/2020,3:00,EUR,German IFO Expectations,high,75,79.7,1
4/24/2020,9:00,USD,UoM Consumer Sentiment Index,high,68.1,71,1
4/27/2020,All Day,JPY,BoJ 10y Yield Target,high,0,0.00%,0
4/27/2020,All Day,JPY,BoJ Policy Balance Rate,high,0,-0.10%,0
4/28/2020,9:00,USD,Consumer Confidence,high,90,118.8*,1
4/29/2020,13:00,USD,Federal Funds Rate,high,0.25%,0.25%,-1
5/1/2020,9:00,USD,ISM Manufacturing,high,39,49.1,1
5/5/2020,9:00,USD,ISM Non-Manufacturing,high,37.8,52.5,1
5/6/2020,7:15,USD,ADP National Employment Report,high,"-20,000.0k",-149.0k*,1
5/7/2020,6:00,GBP,Asset Purchase Facility,high,465.0B,435.0B,-1
5/7/2020,6:00,GBP,Official Bank Rate,high,0.10%,0.10%,-1
5/8/2020,7:30,USD,Average Hourly Earnings (m/m),high,0.40%,0.40%,1
5/8/2020,7:30,USD,Nonfarm Payrolls,high,"-200,000.0k",-701.0k,1
5/8/2020,7:30,USD,Private Payrolls,high,"-19,000.0k",-713.0k,1
5/8/2020,7:30,USD,Unemployment Rate,high,16.00%,4.40%,-1
5/12/2020,7:30,USD,CPI (m/m),high,-0.80%,-0.40%,1
5/12/2020,7:30,USD,Core CPI (m/m),high,-0.20%,-0.10%,1
5/13/2020,1:00,GBP,GDP (m/m),high,-2.20%,-0.10%,1
5/13/2020,1:00,GBP,Manufacturing Production (y/y),high,-10.50%,-3.90%,1
5/13/2020,1:00,GBP,Manufacturing Production (m/m),high,-6.00%,0.50%,1
5/13/2020,1:00,GBP,GDP (q/q),high,-2.60%,0.00%,1
5/13/2020,7:30,USD,PPI (m/m),high,-0.50%,-0.20%,1
5/13/2020,8:00,USD,Fed's Powell to speak on economy,high,0,0,0
5/15/2020,7:30,USD,Retail Sales (m/m),high,-12.00%,-8.3%*,1
5/15/2020,7:30,USD,Retail Sales (ex Autos) (m/m),high,-8.50%,-4.0%*,1
5/15/2020,9:00,USD,UoM Consumer Sentiment Index,high,68,71.8,1
5/19/2020,18:50,JPY,Core Machine orders (y/y),high,-8.90%,-2.40%,1
5/20/2020,1:00,GBP,CPI (m/m),high,0,0.00%,0
5/20/2020,1:00,GBP,CPI (y/y),high,0.90%,1.50%,1
5/20/2020,13:00,USD,FOMC minutes from April 29,high,0,0,0
5/21/2020,18:30,JPY,Natl CPI (y/y),high,0.20%,0.40%,1
5/22/2020,1:00,GBP,Core Retail Sales (m/m),high,-12.30%,-3.70%,1
5/22/2020,1:00,GBP,Core Retail Sales (y/y),high,-17.60%,-4.10%,1
5/22/2020,1:00,GBP,Retail Sales (y/y),high,-13.00%,-5.10%,1
5/22/2020,1:00,GBP,Retail Sales (m/m),high,-13.00%,-5.10%,1
5/25/2020,3:00,EUR,German IFO Business Climate,high,78.5,74.2*,1
5/25/2020,3:00,EUR,German IFO Current Conditions,high,80,79.4*,1
5/25/2020,3:00,EUR,German IFO Expectations,high,75,69.4,1
5/26/2020,9:00,USD,Consumer Confidence,high,85,85.7*,1
5/29/2020,9:00,USD,UoM Consumer Sentiment Index,high,74,73.7,1
6/1/2020,9:00,USD,ISM Manufacturing,high,43,41.5,1
6/3/2020,7:15,USD,ADP National Employment Report,high,"-9,000.0k","-19,557.0k*",1
6/3/2020,9:00,USD,ISM Non-Manufacturing,high,44,41.8,1
6/5/2020,7:30,USD,Average Hourly Earnings (m/m),high,1.00%,4.70%,1
6/5/2020,7:30,USD,Nonfarm Payrolls,high,"-7,500.0k","-20,687.0k*",1
6/5/2020,7:30,USD,Private Payrolls,high,"-6,750.0k","-19,724.0k*",1
6/5/2020,7:30,USD,Unemployment Rate,high,19.50%,14.70%,-1
6/9/2020,18:50,JPY,Core Machine orders (y/y),high,-13.20%,-0.70%,1
6/10/2020,7:30,USD,CPI (m/m),high,-0.10%,-0.80%,1
6/10/2020,7:30,USD,Core CPI (m/m),high,-0.10%,-0.40%,1
6/10/2020,13:00,USD,Federal Funds Rate,high,0.25%,0.25%,-1
6/11/2020,7:30,USD,PPI (m/m),high,-0.10%,-1.30%,1
6/12/2020,1:00,GBP,GDP (m/m),high,-18.00%,-2.20%,1
6/12/2020,1:00,GBP,Manufacturing Production (m/m),high,-15.50%,-6.00%,1
6/12/2020,1:00,GBP,Manufacturing Production (y/y),high,-20.10%,-10.50%,1
6/12/2020,9:00,USD,UoM Consumer Sentiment Index,high,76,72.3,1
6/16/2020,All Day,JPY,BoJ 10y Yield Target,high,0.00%,0.00%,-1
6/16/2020,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%,-1
6/16/2020,1:00,GBP,Claimant Count Change,high,330.0k,"1,032.7k",1
6/16/2020,7:30,USD,Retail Sales (m/m),high,8.40%,-16.40%,1
6/16/2020,7:30,USD,Retail Sales (ex Autos) (m/m),high,5.50%,-16.20%,1
6/16/2020,7:30,USD,Retail Sales MoM,high,7.50%,-14.70%,1
6/16/2020,10:00,USD,Fed's Powell delivers semi-annual policy report to Senate,high,0,0,0
6/16/2020,18:50,JPY,Balance of Trade,high,-880.0B,-931.9B,1
6/17/2020,1:00,GBP,Inflation Rate YoY,high,0.50%,0.80%,-1
6/18/2020,6:00,GBP,Official Bank Rate,high,0.10%,0.10%,-1
6/18/2020,18:30,JPY,Inflation Rate YoY,high,0.10%,0.10%,-1
6/24/2020,3:00,EUR,German Ifo Business Climate,high,85.1,79.7*,1
6/25/2020,1:00,EUR,German GfK Consumer Confidence,high,-13,-18.6*,1
6/25/2020,7:30,USD,Durable Goods Orders,high,8.50%,-18.1%*,1
6/25/2020,7:30,USD,GDP Growth Rate QoQ Final,high,-5.00%,2.10%,1
6/26/2020,7:30,USD,Personal Income,high,-5.60%,10.8%*,1
6/26/2020,7:30,USD,Personal Spending MoM,high,9.50%,-12.6%*,1
6/26/2020,9:00,USD,UoM Consumer Sentiment Index,high,78.9,72.3,1
6/29/2020,4:00,EUR,Business Climate,high,-2,-2.43,1
6/30/2020,1:00,GBP,GDP Growth Rate QoQ Final,high,-2.00%,0.00%,1
6/30/2020,1:00,GBP,GDP Growth Rate YoY Final,high,-1.60%,1.10%,1
6/30/2020,9:00,USD,CB Consumer Confidence,high,90.1,85.9*,1
6/30/2020,18:50,JPY,Tankan Large Manufacturers Index,high,-34,-8,1
7/1/2020,0:00,JPY,Consumer Confidence,high,30,24,1
7/1/2020,7:15,USD,ADP National Employment Report,high,"3,000.0k","3,065.0k*",1
7/2/2020,7:30,USD,Average Hourly Earnings MoM,high,-0.70%,-1.00%,1
7/2/2020,7:30,USD,Nonfarm Payrolls,high,"2,900.0k","2,699.0k*",1
7/2/2020,7:30,USD,Unemployment Rate,high,12.30%,13.30%,-1
7/2/2020,7:30,USD,Balance of Trade,high,-53.0B,-49.8B*,1
7/2/2020,18:01,GBP,Gfk Consumer Confidence Final,high,-32,-30.0*,1
7/8/2020,6:30,GBP,Supplementary Budget,high,0,0,0
7/9/2020,All Day,EUR,Eurogroup Meeting,high,0,0,0
7/9/2020,1:00,EUR,German Balance of Trade,high,21.1B,3.6B*,1
7/10/2020,7:30,USD,PPI MoM,high,0.30%,0.40%,1
7/14/2020,1:00,GBP,Manufacturing Production MoM,high,7.50%,-24.4%*,1
7/14/2020,1:00,GBP,Manufacturing Production YoY,high,-22.90%,-28.2%*,1
7/14/2020,1:00,GBP,Balance of Trade,high,-0.8B,2.3B*,1
7/14/2020,7:30,USD,Inflation Rate YoY,high,0.50%,0.10%,-1
7/14/2020,7:30,USD,Core Inflation Rate YoY,high,1.20%,1.20%,-1
7/15/2020,1:00,GBP,Inflation Rate YoY,high,0.60%,0.50%,-1
7/16/2020,1:00,GBP,Claimant Count Change,high,210.0k,566.4k*,-1
7/16/2020,7:30,USD,Retail Sales MoM,high,4.50%,18.2%*,1
7/17/2020,19:01,GBP,Gfk Consumer Confidence Flash,high,-26,-30,1
7/19/2020,18:50,JPY,Balance of Trade,high,-40.0B,-838.2B*,1
7/20/2020,18:30,JPY,Inflation Rate YoY,high,0.10%,0.10%,-1
7/23/2020,1:00,EUR,German GfK Consumer Confidence,high,-4,-9.4*,1
7/23/2020,18:01,GBP,Gfk Consumer Confidence,high,-26,-30,1
7/27/2020,3:00,EUR,German Ifo Business Climate,high,88.5,86.3*,1
7/27/2020,7:30,USD,Durable Goods Orders,high,5.00%,15.1%*,1
7/28/2020,9:00,USD,CB Consumer Confidence,high,95,98.3*,1
7/29/2020,13:00,USD,Federal Funds Rate,high,0.25%,0.25%,-1
7/30/2020,3:00,EUR,German GDP Growth Rate YoY Flash,high,-11.40%,-2.30%,1
7/30/2020,4:00,EUR,Business Climate,high,0,0,0
7/30/2020,7:30,USD,GDP Growth Rate QoQ Adv,high,-33.00%,-5.00%,1
7/31/2020,0:00,JPY,Consumer Confidence,high,26,28.4,1
7/31/2020,7:30,USD,Personal Spending MoM,high,5.30%,8.5%*,1
7/31/2020,7:30,USD,Personal Income,high,-0.30%,-4.4%*,1
7/31/2020,9:00,USD,UoM Consumer Sentiment Index,high,73.2,78.1,1
8/2/2020,18:50,JPY,GDP Growth Rate QoQ Final,high,-0.60%,-1.90%,1
8/5/2020,7:15,USD,ADP National Employment Report,high,"1,550.0k","4,314.0k*",1
8/5/2020,7:30,USD,Balance of Trade,high,-50.7B,-54.8B*,1
8/6/2020,1:00,GBP,Official Bank Rate,high,0.10%,0.10%,-1
8/7/2020,1:00,EUR,German Balance of Trade,high,1.4B,7.0B*,1
8/7/2020,7:30,USD,Average Hourly Earnings MoM,high,-1.00%,-1.3%*,1
8/7/2020,7:30,USD,Unemployment Rate,high,10.50%,11.10%,-1
8/7/2020,7:30,USD,Nonfarm Payrolls,high,"1,620.0k","4,800.0k",1
8/11/2020,1:00,GBP,Claimant Count Change,high,5.0k,-28.1k,-1
8/11/2020,7:30,USD,PPI MoM,high,0.30%,-0.20%,1
8/12/2020,1:00,GBP,Manufacturing Production YoY,high,-16.70%,-23.1%*,1
8/12/2020,1:00,GBP,Manufacturing Production MoM,high,9.50%,8.3%*,1
8/12/2020,1:00,GBP,Balance of Trade,high,2.8B,7.7B*,1
8/12/2020,1:00,GBP,GDP Growth Rate YoY Prel,high,-23.00%,-1.70%,1
8/12/2020,1:00,GBP,GDP Growth Rate QoQ Prel,high,-20.40%,-2.20%,1
8/12/2020,7:30,USD,Core Inflation Rate YoY,high,1.00%,1.20%,-1
8/12/2020,7:30,USD,Inflation Rate YoY,high,0.70%,0.60%,-1
8/14/2020,7:30,USD,Retail Sales MoM,high,2.00%,8.4%*,1
8/16/2020,18:50,JPY,GDP Growth Rate QoQ Prel,high,-6.50%,-0.60%,1
8/18/2020,18:50,JPY,Balance of Trade,high,-120.0B,-269.3B*,1
8/19/2020,1:00,GBP,Inflation Rate YoY,high,0.70%,0.60%,-1
8/20/2020,18:01,GBP,Gfk Consumer Confidence,high,-24,-27,1
8/20/2020,18:30,JPY,Inflation Rate YoY,high,0.10%,0.10%,-1
8/25/2020,3:00,EUR,German Ifo Business Climate,high,92.5,90.4*,1
8/25/2020,9:00,USD,CB Consumer Confidence,high,93,91.7*,1
8/26/2020,7:30,USD,Durable Goods Orders,high,3.90%,7.7%*,1
8/27/2020,7:30,USD,GDP Growth Rate QoQ 2nd Est,high,-32.90%,-5.00%,1
8/28/2020,1:00,EUR,German GfK Consumer Confidence,high,2.5,-0.2*,1
8/28/2020,4:00,EUR,Business Climate,high,0,0,0
8/28/2020,7:30,USD,Personal Income,high,-0.40%,-1.0%*,1
8/28/2020,7:30,USD,Personal Spending MoM,high,1.20%,6.2%*,1
8/28/2020,9:00,USD,UoM Consumer Sentiment Index,high,72.8,72.5,1
8/31/2020,0:00,JPY,Consumer Confidence,high,29,29.5,1
9/2/2020,7:15,USD,ADP National Employment Report,high,"1,000.0k",212.0k*,1
9/3/2020,7:30,USD,Balance of Trade,high,-59.0B,-53.5B*,1
9/4/2020,7:30,USD,Average Hourly Earnings MoM,high,0.10%,0.1%*,1
9/4/2020,7:30,USD,Nonfarm Payrolls,high,"1,490.0k","1,734.0k*",1
9/4/2020,7:30,USD,Unemployment Rate,high,9.90%,10.20%,-1
